note_id,filename,word_count,line_count,section_count,max_heading_depth,list_item_count,code_block_count,code_block_line_count,image_count,table_count,quote_block_count,tag_count,has_code,has_images,has_table,has_quotes,has_lists,is_empty,has_math
sqlalchemy,SQLAlchemy,197,45,2,3,7,2,18,0,0,0,3,True,False,False,False,True,False,False
sqlite_studio,SQLite Studio,7,1,0,0,0,0,0,0,0,0,3,False,False,False,False,False,True,False
scalability,Scalability,210,14,4,3,5,0,0,0,0,0,1,False,False,False,False,True,False,False
sqlite,SQLite,30,8,0,0,3,0,0,0,0,0,3,False,False,False,False,True,False,False
scaling_server,Scaling Server,20,3,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
schema_evolution,Schema Evolution,78,7,1,3,2,0,0,0,0,0,1,False,False,False,False,True,False,False
search,Search,174,24,1,2,2,0,0,0,0,0,3,False,False,False,False,True,False,False
security_researcher,Security Researcher,26,5,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
security_mitigation,Security mitigation,63,9,2,3,1,0,0,0,0,0,1,False,False,False,False,True,False,False
single_source_of_truth,Single Source of Truth,48,9,0,0,5,0,0,0,0,0,2,False,False,False,False,True,False,False
sklearn_pipiline,Sklearn Pipiline,3,13,1,1,1,1,10,0,0,0,2,True,False,False,False,True,True,False
slowly_changing_dimension,Slowly Changing Dimension,343,21,2,4,3,0,0,0,23,0,1,False,False,True,False,True,False,False
snowflake_schema,Snowflake Schema,74,4,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False
soft_deletion,Soft Deletion,438,49,9,4,5,6,12,0,0,0,2,True,False,False,False,True,False,False
software_design_patterns,Software Design Patterns,334,213,21,4,3,9,159,0,1,0,3,True,False,True,False,True,False,False
spreadsheets_vs_databases,Spreadsheets vs Databases,119,6,1,3,1,0,0,0,0,0,2,False,False,False,False,True,False,False
star_schema,Star Schema,77,4,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
stored_procedures,Stored Procedures,318,80,2,3,2,10,41,0,0,0,2,True,False,False,False,True,False,False
structuring_and_organizing_data,Structuring and organizing data,18,6,0,0,1,0,0,0,0,0,1,False,False,False,False,True,False,False
transaction,Transaction,201,19,6,3,9,0,0,0,0,0,1,False,False,False,False,True,False,False
turning_a_flat_file_into_a_database,Turning a flat file into a database,228,105,25,3,0,6,91,0,24,0,1,True,False,True,False,False,False,False
types_of_database_schema,Types of Database Schema,180,12,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False
unix,Unix,5,1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
usability,Usability,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
vacuum,Vacuum,12,1,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False
vector_database,Vector Database,420,29,6,3,14,0,0,0,0,0,1,False,False,False,False,True,False,False
vectorized_engine,Vectorized Engine,61,2,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
view_use_case,View Use Case,273,47,6,3,3,2,17,0,0,0,3,True,False,False,False,True,False,False
views,Views,288,29,1,2,8,0,0,0,0,0,1,False,False,False,False,True,False,False
why_use_pyspark_in_databricks,Why Use PySpark in Databricks,37,5,0,0,4,0,0,0,0,0,0,False,False,False,False,True,False,False
windows_subsystem_for_linux,Windows Subsystem for Linux,134,6,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
data_lineage,data lineage,51,3,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
dbt_1,dbt 1,156,37,0,0,2,0,0,0,0,0,0,False,False,False,False,True,False,False
design_pattern,design pattern,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
heterogeneous_features,heterogeneous features,365,24,7,3,0,0,0,0,0,0,1,False,False,False,False,False,False,False
in-memory_format,in-memory format,197,13,0,0,7,0,0,0,0,0,2,False,False,False,False,True,False,False
incremental_synchronization,incremental synchronization,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
map_reduce,map reduce,417,21,2,3,5,0,0,0,0,0,1,False,False,False,False,True,False,False
master_data_management,master data management,311,11,0,0,0,0,0,0,0,0,3,False,False,False,False,False,False,False
neo4j,neo4j,61,11,0,0,5,0,0,0,0,0,1,False,False,False,False,True,False,False
pd.grouper,pd.Grouper,105,18,3,3,10,1,2,0,0,0,1,True,False,False,False,True,False,False
pgadmin,pgAdmin,173,28,3,4,9,0,0,1,0,0,1,False,True,False,False,True,False,False
pyodbc,pyodbc,125,33,6,3,11,1,18,0,0,0,4,True,False,False,False,True,False,False
reverse_etl,reverse etl,117,4,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
rollup,rollup,20,2,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
semantic_layer,semantic layer,472,31,3,3,7,0,0,0,0,0,2,False,False,False,False,True,False,False
storage_layer_object_store,storage layer object store,60,5,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
structured_data,structured data,518,31,4,2,0,1,2,0,20,0,2,True,False,True,False,False,False,False
unstructured_data,unstructured data,192,11,2,2,0,0,0,0,4,1,2,False,False,True,True,False,False,False
acf_plots,ACF Plots,270,27,4,3,11,0,0,1,0,0,0,False,True,False,False,True,False,True
adf_test,ADF Test,187,15,4,3,6,0,0,0,0,0,3,False,False,False,False,True,False,True
ai,AI,6,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
arima_vs_random_forest_in_time_series,ARIMA vs Random Forest in Time Series,223,11,0,0,0,0,0,0,18,0,2,False,False,True,False,False,False,False
arima,ARIMA,492,52,8,4,22,0,0,0,0,0,3,False,False,False,False,True,False,True
additive_vs_multiplicative_models_time_series,Additive vs Multiplicative Models Time Series,286,32,4,3,15,0,0,0,0,0,1,False,False,False,False,True,False,True
agent_exploration,Agent Exploration,10,1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
agentic_solutions,Agentic Solutions,268,37,7,3,6,0,0,0,0,0,1,False,False,False,False,True,False,False
autocorrelation_vs_autoregression,Autocorrelation vs Autoregression,20,3,1,2,2,0,0,0,0,0,2,False,False,False,False,True,False,False
autocorrelation,Autocorrelation,270,25,3,3,12,0,0,0,0,0,2,False,False,False,False,True,False,True
autoregression,Autoregression,75,10,0,0,2,0,0,0,0,0,1,False,False,False,False,True,False,True
baseline_forecast,Baseline Forecast,72,6,0,0,3,0,0,0,0,0,1,False,False,False,False,True,False,False
basics_of_time_series,Basics of Time Series,100,18,0,0,7,0,0,0,0,0,0,False,False,False,False,True,False,False
batch_gradient_descent,Batch gradient descent,101,13,3,4,7,0,0,0,0,0,0,False,False,False,False,True,False,False
bellman_equations,Bellman Equations,264,16,0,0,0,0,0,0,3,0,2,False,False,True,False,False,False,True
bias-variance_trade_off,Bias-Variance Trade Off,221,21,3,3,9,0,0,0,12,0,0,False,False,True,False,True,False,True
capability,Capability,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
choosing_a_threshold,Choosing a Threshold,153,5,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False
choosing_the_number_of_clusters,Choosing the Number of Clusters,103,3,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False
clustermap,Clustermap,46,13,1,2,6,1,3,0,0,0,2,True,False,False,False,True,False,False
correlated_time_series,Correlated Time Series,141,12,0,0,0,0,0,0,0,0,4,False,False,False,False,False,False,False
covariance_structures,Covariance Structures,374,39,4,3,7,0,0,0,0,0,0,False,False,False,False,True,False,True
cross_validation,Cross Validation,565,30,5,3,14,0,0,0,0,0,1,False,False,False,False,True,False,False
ds_&_ml_portal,DS & ML Portal,152,74,9,3,62,0,0,0,0,0,1,False,False,False,False,True,False,False
data_assessment,Data Assessment,55,8,0,0,5,0,0,0,0,0,1,False,False,False,False,True,False,False
data_collection,Data Collection,20,3,0,0,1,0,0,0,0,0,1,False,False,False,False,True,False,False
data_mining_-_crisp,Data Mining - CRISP,67,17,1,3,0,1,8,0,0,0,2,True,False,False,False,False,False,False
data_preparation,Data Preparation,310,33,0,0,20,0,0,0,0,0,1,False,False,False,False,True,False,False
data_science,Data Science,89,11,0,0,6,0,0,0,0,0,1,False,False,False,False,True,False,False
data_scientist,Data Scientist,27,4,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False
data_understanding,Data Understanding,137,17,0,0,13,0,0,0,0,0,0,False,False,False,False,True,False,False
datasets,Datasets,210,17,5,2,10,0,0,0,0,0,1,False,False,False,False,True,False,False
decomposition_in_time_series,Decomposition in Time Series,189,28,4,3,15,0,0,1,0,0,3,False,True,False,False,True,False,False
differencing_in_time_series,Differencing in Time Series,153,17,1,3,5,0,0,0,0,0,1,False,False,False,False,True,False,False
dynamic_time_warping,Dynamic Time Warping,435,43,5,3,15,0,0,1,6,0,5,False,True,True,False,True,False,True
evaluating_time_series_forecasts,Evaluating Time Series Forecasts,383,25,4,2,12,0,0,0,0,0,3,False,False,False,False,True,False,False
evolving_seasonality,Evolving Seasonality,7,2,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
f-statistic,F-statistic,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
feature_engineering,Feature Engineering,217,20,0,0,11,0,0,1,0,0,2,False,True,False,False,True,False,False
feature_scaling,Feature Scaling,381,33,5,3,4,1,3,1,0,0,2,True,True,False,False,True,False,True
feature_selection_vs_feature_importance,Feature Selection vs Feature Importance,64,3,0,0,2,0,0,0,0,0,2,False,False,False,False,True,False,False
forecasting_using_lags,Forecasting using Lags,278,22,3,3,11,0,0,0,0,0,1,False,False,False,False,True,False,True
forecasting_with_autoregressive_(ar)_models,Forecasting with Autoregressive (AR) Models,150,18,0,0,0,0,0,0,0,0,4,False,False,False,False,False,False,True
forward_propagation,Forward Propagation,317,32,0,0,0,0,0,0,0,24,2,False,False,False,True,False,False,True
gaussian_mixture_models,Gaussian Mixture Models,277,24,5,2,10,0,0,1,1,0,1,False,True,True,False,True,False,True
gitlab,Gitlab,26,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
gompertz_model,Gompertz Model,84,17,1,2,9,0,0,0,0,0,0,False,False,False,False,True,False,True
good_enough_principle_in_data_projects,Good Enough Principle in Data Projects,227,34,0,0,26,0,0,0,0,0,0,False,False,False,False,True,False,False
graphrag,GraphRAG,125,15,3,3,7,0,0,0,0,0,1,False,False,False,False,True,False,False
handling_missing_data,Handling Missing Data,172,28,2,2,4,1,4,0,0,0,2,True,False,False,False,True,False,False
holt-winters_(exponential_smoothing),Holt-Winters (Exponential Smoothing),360,47,5,3,21,0,0,0,0,1,5,False,False,False,True,True,False,True
holt-winters_vs_arima,Holt-Winters vs ARIMA,532,22,1,1,3,0,0,0,22,1,5,False,False,True,True,True,False,False
holt’s_linear_trend_model_(double_exponential_smoothing),Holt’s Linear Trend Model (Double Exponential Smoothing),102,9,0,0,5,0,0,0,0,0,3,False,False,False,False,True,False,True
imbalanced_datasets,Imbalanced Datasets,369,18,5,3,5,0,0,0,0,0,4,False,False,False,False,True,False,False
interpolation,Interpolation,237,10,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,True
intervention_analysis,Intervention Analysis,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
joining_time_series,Joining Time Series,107,12,0,0,8,0,0,0,0,0,1,False,False,False,False,True,False,False
kernel_machines,Kernel Machines,57,3,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
kpss_test,KPSS Test,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
lstm_in_time_series,LSTM in Time Series,35,8,0,0,1,0,0,0,0,0,0,False,False,False,False,True,False,False
latency,Latency,2,1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
mnist,MNIST,1,1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
logistic_model_curve,Logistic Model Curve,81,17,1,2,9,0,0,0,0,0,0,False,False,False,False,True,False,True
normalisation,Normalisation,34,12,0,0,8,0,0,0,0,0,1,False,False,False,False,True,False,False
mean_absolute_percentage_error,Mean Absolute Percentage Error,190,13,1,3,4,0,0,0,1,0,0,False,False,True,False,True,False,True
out-of-sample_rolling_forecast_evaluation,Out-of-sample rolling forecast evaluation,199,19,4,2,12,0,0,0,0,0,0,False,False,False,False,True,False,False
pacf_plots,PACF Plots,236,21,3,3,10,0,0,2,0,0,0,False,True,False,False,True,False,True
performance_dimensions,Performance Dimensions,203,24,0,0,18,0,0,0,0,0,2,False,False,False,False,True,False,False
properties_of_time_series_models,Properties of Time Series Models,87,9,1,3,5,0,0,0,0,0,0,False,False,False,False,True,False,True
prophet,Prophet,152,16,2,3,9,0,0,0,0,0,5,False,False,False,False,True,False,True
random_forest_regression,Random Forest Regression,22,3,0,0,1,0,0,0,0,0,2,False,False,False,False,True,False,False
residuals_analysis,Residuals Analysis,333,41,7,3,24,0,0,0,0,0,3,False,False,False,False,True,False,True
rolling_mean_vs_cumulative_mean,Rolling Mean vs Cumulative Mean,207,36,3,3,7,2,7,0,12,0,3,True,False,True,False,True,False,False
shapley_additive_explanations,SHapley Additive exPlanations,225,21,4,3,5,1,9,0,0,0,2,True,False,False,False,True,False,False
smote_(synthetic_minority_over-sampling_technique),SMOTE (Synthetic Minority Over-sampling Technique),42,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
stl_decomposition,STL Decomposition,197,25,0,0,10,1,2,2,0,0,1,True,True,False,False,True,False,False
scatter_plots,Scatter Plots,12,1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
scientific_method,Scientific Method,329,31,8,3,23,0,0,0,0,0,1,False,False,False,False,True,False,False
scipy,Scipy,32,3,1,2,0,0,0,0,0,0,1,False,False,False,False,False,False,False
seasonality_in_time_series,Seasonality in Time Series,118,13,1,4,0,0,0,0,0,0,1,False,False,False,False,False,False,True
seasonal_naive_forecast,Seasonal Naive Forecast,20,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
shot_learning,Shot Learning,59,2,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
silhouette_analysis,Silhouette Analysis,351,27,3,3,2,0,0,2,0,0,2,False,True,False,False,True,False,True
simple_exponential_smoothing_(ses),Simple Exponential Smoothing (SES),54,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True
sparsecategorialcrossentropy_or_categoricalcrossentropy,SparseCategorialCrossentropy or CategoricalCrossEntropy,264,15,4,3,10,0,0,0,0,0,2,False,False,False,False,True,False,False
stacking,Stacking,23,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
stationary_time_series,Stationary Time Series,441,39,5,3,17,0,0,2,0,0,3,False,True,False,False,True,False,True
time_series_forecasting,Time Series Forecasting,264,39,3,4,24,0,0,0,0,0,2,False,False,False,False,True,False,False
time_series_forecasts_in_business,Time Series Forecasts in Business,103,12,0,0,3,0,0,0,0,0,2,False,False,False,False,True,False,False
time_series_shocks,Time Series Shocks,7,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
time_series_learning_resources,Time Series Learning Resources,45,7,3,3,4,0,0,0,0,0,0,False,False,False,False,True,False,False
time_series,Time Series,121,23,0,0,18,0,0,0,0,0,5,False,False,False,False,True,False,False
trends_in_time_series,Trends in Time Series,142,8,0,0,4,0,0,0,0,0,1,False,False,False,False,True,False,True
how_do_you_do_the_data_selection,how do you do the data selection,24,2,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
pmdarima,pmdarima,9,2,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
sklearn_datasets,sklearn datasets,41,20,0,0,7,1,6,0,0,0,1,True,False,False,False,True,False,False
stack_memory,stack memory,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
deep_learning,Deep Learning,175,15,0,0,4,0,0,0,0,0,1,False,False,False,False,True,False,False
convolutional_neural_networks,Convolutional Neural Networks,146,11,0,0,3,0,0,2,0,0,1,False,True,False,False,True,False,False
lstm,LSTM,669,67,8,3,0,1,20,1,0,18,2,True,True,False,True,False,False,True
how_is_reinforcement_learning_being_combined_with_deep_learning,How is reinforcement learning being combined with deep learning,70,2,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
policy,Policy,399,28,2,3,4,0,0,0,11,0,0,False,False,True,False,True,False,False
multi-agent_reinforcement_learning,Multi-Agent Reinforcement Learning,0,0,0,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False
sarsa,Sarsa,209,15,0,0,7,0,0,0,0,0,1,False,False,False,False,True,False,True
relu,Relu,66,3,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
.md,.md,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
ab_testing,AB testing,16,1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
api,API,199,19,4,4,3,0,0,0,0,0,1,False,False,False,False,True,False,False
api_driven_microservices,API Driven Microservices,317,11,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False
alternatives_to_batch_processing,Alternatives to Batch Processing,231,9,1,3,0,0,0,0,0,0,1,False,False,False,False,False,False,False
amazon_s3,Amazon S3,325,18,1,2,0,0,0,0,0,0,2,False,False,False,False,False,False,False
apache_airflow,Apache Airflow,117,7,0,0,3,0,0,0,0,0,2,False,False,False,False,True,False,False
apache_kafka,Apache Kafka,235,11,1,3,0,0,0,0,0,0,2,False,False,False,False,False,False,False
apache_spark,Apache Spark,79,3,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
bash,Bash,134,78,6,4,4,16,38,0,0,0,1,True,False,False,False,True,False,False
batch_processing,Batch Processing,136,9,0,0,0,0,0,0,0,0,3,False,False,False,False,False,False,False
batch_vs_powershell_scripts,Batch vs PowerShell scripts,306,25,0,0,3,0,0,0,23,0,2,False,False,True,False,True,False,False
ci-cd,CI-CD,56,6,0,0,4,0,0,0,0,0,1,False,False,False,False,True,False,False
"catalogs,_schemas,_and_tables_in_databricks","Catalogs, Schemas, and Tables in Databricks",219,51,4,3,15,4,10,0,10,0,5,True,False,True,False,True,False,False
click,Click,185,134,13,3,0,11,103,0,0,0,2,True,False,False,False,False,False,False
clustering_dashboard.py,Clustering_Dashboard.py,3,1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
code_diagrams,Code Diagrams,67,14,0,0,6,0,0,0,0,0,2,False,False,False,False,True,False,False
command_line,Command Line,37,5,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
continuous_delivery_-_deployment,Continuous Delivery - Deployment,78,10,0,0,2,0,0,0,0,0,1,False,False,False,False,True,False,False
continuous_integration,Continuous Integration,24,3,0,0,1,0,0,0,0,0,1,False,False,False,False,True,False,False
cron_jobs,Cron jobs,17,1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
data_ingestion,Data Ingestion,230,40,2,2,17,1,13,0,0,0,2,True,False,False,False,True,False,False
data_orchestration,Data Orchestration,226,11,1,2,0,1,4,0,0,0,1,True,False,False,False,False,False,False
data_pipeline_to_data_products,Data Pipeline to Data Products,240,23,2,3,0,0,0,0,0,0,1,False,False,False,False,False,False,False
data_pipeline,Data Pipeline,158,23,3,4,1,0,0,0,0,0,2,False,False,False,False,True,False,False
data_streaming,Data Streaming,71,8,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
databricks_&_dbt,Databricks & dbt,300,41,5,3,8,1,8,0,14,0,4,True,False,True,False,True,False,False
databricks_vs_snowflake,Databricks vs Snowflake,362,14,0,0,2,0,0,0,22,0,1,False,False,True,False,True,False,False
databricks,Databricks,371,38,6,3,14,0,0,0,1,0,5,False,False,True,False,True,False,False
debugging,Debugging,425,24,3,4,7,0,0,0,0,0,2,False,False,False,False,True,False,False
declarative_data_pipeline,Declarative Data Pipeline,497,20,5,3,8,0,0,0,0,0,2,False,False,False,False,True,False,False
delta_tables_in_databricks,Delta Tables in Databricks,280,40,8,3,3,1,9,0,14,0,3,True,False,True,False,True,False,False
devops,DevOps,101,12,0,0,5,0,0,0,0,0,1,False,False,False,False,True,False,False
devops_portal,Devops Portal,17,19,0,0,9,1,5,0,0,0,1,True,False,False,False,True,False,False
digital_transformation,Digital Transformation,611,61,10,3,44,0,0,0,0,0,2,False,False,False,False,True,False,False
docker_image,Docker Image,448,39,2,3,4,5,10,0,0,0,1,True,False,False,False,True,False,False
docker,Docker,49,11,0,0,4,0,0,0,0,0,2,False,False,False,False,True,False,False
elastic_net,Elastic Net,82,12,2,4,0,1,6,0,1,0,1,True,False,True,False,False,False,True
event_driven_events,Event Driven Events,28,5,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
environment_variables,Environment Variables,70,12,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False
epub,Epub,244,21,3,3,6,0,0,0,12,0,1,False,False,True,False,True,False,False
event_driven,Event Driven,239,17,2,3,7,0,0,0,0,0,1,False,False,False,False,True,False,False
excel_vs_google_sheets,Excel vs Google Sheets,3,2,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
everything,Everything,39,8,1,2,1,0,0,0,0,0,1,False,False,False,False,True,False,False
excel_pivot_table,Excel pivot table,0,0,0,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False
excel,Excel,214,19,0,0,13,0,0,0,0,0,3,False,False,False,False,True,False,False
firebase,Firebase,14,3,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False
fastapi,FastAPI,138,23,2,3,4,1,3,0,0,0,2,True,False,False,False,True,False,False
gis,GIS,83,8,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False
gpt,GPT,0,0,0,0,0,0,0,0,0,0,3,False,False,False,False,False,True,False
git,Git,330,112,24,3,0,11,48,0,0,0,1,True,False,False,False,False,False,False
github_gists,Github Gists,190,18,0,0,10,0,0,0,0,0,1,False,False,False,False,True,False,False
github_actions,Github Actions,262,41,7,4,17,1,9,0,0,0,5,True,False,False,False,True,False,False
global_interpreter_lock,Global Interpreter Lock,47,3,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False
google_colab,Google Colab,0,0,0,0,0,0,0,0,0,0,3,False,False,False,False,False,True,False
google_cloud_platform,Google Cloud Platform,221,29,9,3,0,0,0,0,0,0,1,False,False,False,False,False,False,False
google_my_maps_data_extraction,Google My Maps Data Extraction,173,49,4,3,8,2,26,0,0,0,1,True,False,False,False,True,False,False
google_sheets,Google Sheets,53,17,0,0,13,0,0,0,0,0,2,False,False,False,False,True,False,True
gradio,Gradio,127,10,1,3,3,0,0,0,0,0,2,False,False,False,False,True,False,False
hadoop,Hadoop,275,16,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
grep,Grep,279,52,2,4,10,5,10,0,17,0,1,True,False,True,False,True,False,False
hugging_face,Hugging Face,138,9,1,3,5,0,0,0,0,0,2,False,False,False,False,True,False,False
json_to_sqlite,Json to SQLite,9,5,0,0,3,0,0,0,0,0,1,False,False,False,False,True,True,False
json,Json,106,49,0,0,3,1,39,0,4,0,1,True,False,True,False,True,False,False
justfile,Justfile,402,87,17,3,10,7,49,0,0,0,1,True,False,False,False,True,False,False
load_balancing,Load Balancing,33,1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
loading_google_sheets_into_databricks,Loading Google Sheets into Databricks,81,23,0,0,3,4,8,0,0,0,4,True,False,False,False,True,False,False
maintainability,Maintainability,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
makefile,Makefile,494,50,13,3,8,1,33,0,0,0,1,True,False,False,False,True,False,True
maintainable_code,Maintainable Code,14,4,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
master_observability_datadog,Master Observability Datadog,30,11,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False
memory_caching,Memory Caching,17,2,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
memory,Memory,6,2,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
microsoft,Microsoft,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
mongodb,MongoDB,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
net,NET,0,0,0,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False
overwriting_and_refreshing_tables_in_databricks,Overwriting and Refreshing Tables in Databricks,44,15,0,0,3,2,5,0,0,0,3,True,False,False,False,True,False,False
normalisation_of_text,Normalisation of Text,115,43,2,2,0,3,35,0,0,0,2,True,False,False,False,False,False,False
pmml,PMML,131,15,4,4,10,0,0,0,0,0,1,False,False,False,False,True,False,False
pandas_series_vs_dataframe,Pandas Series vs DataFrame,88,22,0,0,4,2,5,0,0,0,1,True,False,False,False,True,False,False
powerquery,Powerquery,16,5,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
pandoc,Pandoc,0,0,0,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False
powershell_scripts,Powershell scripts,65,25,3,3,0,4,11,0,0,0,1,True,False,False,False,False,False,True
powershell_versus_command_prompt,Powershell versus Command Prompt,120,11,1,3,1,0,0,0,0,0,2,False,False,False,False,True,False,False
powershell_vs_bash,Powershell vs Bash,190,11,2,3,8,0,0,0,0,0,1,False,False,False,False,True,False,False
publish_and_subscribe,Publish and Subscribe,430,26,5,3,11,0,0,0,0,0,2,False,False,False,False,True,False,False
pyspark,PySpark,324,57,5,3,13,2,8,0,12,1,2,True,False,True,True,True,False,False
python,Python,10,4,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
quartz,Quartz,39,7,0,0,4,0,0,0,0,0,1,False,False,False,False,True,False,False
pytest,Pytest,80,14,3,4,6,0,0,0,0,0,3,False,False,False,False,True,False,False
rest_api,REST API,184,37,1,4,3,0,0,0,0,0,1,False,False,False,False,True,False,False
random_access_memory,Random Access Memory,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
registering_a_scheduled_task,Registering a Scheduled Task,91,24,4,4,0,1,14,0,0,0,1,True,False,False,False,False,False,False
react,React,133,14,4,3,5,0,0,0,0,0,1,False,False,False,False,True,False,False
sql_vs_nosql,SQL vs NoSQL,127,14,0,0,4,0,0,0,16,0,3,False,False,True,False,True,False,False
scala,Scala,390,26,2,3,3,0,0,0,0,2,1,False,False,False,True,True,False,False
security_vulnerabilities,Security Vulnerabilities,435,73,8,3,7,5,19,0,0,0,1,True,False,False,False,True,False,False
sharepoint,Sharepoint,199,21,2,3,3,0,0,0,0,0,3,False,False,False,False,True,False,False
snowflake_vs_hadoop,Snowflake vs Hadoop,281,20,2,3,2,0,0,0,0,0,2,False,False,False,False,True,False,False
snowflake,Snowflake,188,17,1,3,0,0,0,0,0,0,1,False,False,False,False,False,False,False
software_development_life_cycle,Software Development Life Cycle,454,36,5,3,7,0,0,0,0,0,1,False,False,False,False,True,False,False
spark_dataframes_in_databricks,Spark DataFrames in Databricks,54,22,0,0,4,3,8,0,0,0,4,True,False,False,False,True,False,False
streamlit,Streamlit,99,9,0,0,6,0,0,0,0,0,4,False,False,False,False,True,False,False
toml,TOML,239,27,2,2,0,1,12,0,0,0,2,True,False,False,False,False,False,False
technical_design_doc_template,Technical Design Doc Template,408,62,15,1,22,0,0,0,5,0,1,False,False,True,False,True,False,False
terminal_commands,Terminal commands,14,4,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
testing,Testing,275,39,2,2,17,0,0,0,0,0,2,False,False,False,False,True,False,True
types_of_computational_bugs,Types of Computational Bugs,482,17,2,3,0,0,0,0,0,0,2,False,False,False,False,False,False,False
ubuntu,Ubuntu,210,7,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
typescript,TypeScript,15,1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
using_requirements_or_env.yml,Using requirements or env.yml,149,58,5,3,11,6,23,0,0,0,1,True,False,False,False,True,False,False
